Avg_Score,Age_Score,Density_Score,Positivity,Antisemitic
0.19809356678974335,0.03816844134701414,0.20096787354126366,0.0,False
0.21308207387407663,0.04072303823895694,0.2177581382377274,0.0,False
0.19525858695725176,0.03757690489653883,0.21055423930303818,0.0,False
0.19741649351749546,0.03720807489864159,0.18804337474340826,0.0,False
0.19164738851559981,0.01928172287570501,0.19503381470429174,0.0,False
0.20038244549354026,0.034431115579570785,0.21047250576992171,0.0,False
0.204169440295212,0.03545862896674498,0.21138310459616996,0.0,False
0.20069630371580088,0.038013778852359424,0.19970020127037671,0.0,False
0.20967152444678666,0.04165434908332157,0.21426518867646252,0.0,False
0.20640611239262535,0.041250842582029656,0.21437979293179224,0.0,False
0.2158798382276267,0.04485010517460029,0.23495248869680715,0.0,False
0.21925446758471756,0.0368247735475394,0.2164765415990817,0.0,False
0.2000534954239792,0.04102060196548209,0.21310108757718932,0.0,False
0.20006707488759715,0.037654323615901764,0.20164355739212195,0.0,False
0.2069487400483582,0.03829849894361063,0.1987482038149769,0.0,False
0.19845099235910857,0.02821986115957969,0.19953984655560422,0.0,False
0.1960845260440341,0.04594275506122303,0.19534533482321328,0.0,False
0.1923357832630339,0.046076442995919675,0.19837948780189388,0.0,False
0.19086451094190543,0.03007950243373776,0.19110150791262123,0.0,False
0.21006016554556572,0.041660574429170406,0.21632853159167453,0.0,False
0.20874579759332657,0.03509092931813284,0.2085720548770642,0.0,False
0.2003444662209342,0.039296677114128244,0.18084090053307506,0.0,False
0.21545615366757528,0.0425201017324674,0.2175240482843341,0.0,False
0.2072257909272212,0.03934826578722811,0.21111735868512824,0.0,False
0.1877776889449969,0.04714549886719224,0.2099390832374852,0.0,False
0.2091459334729464,0.03870800732677236,0.20133492638864228,0.0,False
0.21801487900160296,0.0458147107794242,0.2241628028098484,0.0,False
0.20506207352228983,0.030841510315866162,0.2094849604503114,0.0,False
0.21060194893862566,0.04232982334397306,0.20563716013774722,0.0,False
0.18501517909370055,0.029431198011257317,0.20502824271759593,0.0,False
0.2101360946890467,0.04278851021801753,0.21166763210218295,0.0,False
0.19320340396761196,0.03489571947183605,0.2041359982521731,0.0,False
0.19749445249126132,0.03645548004863398,0.19195841442705053,0.0,False
0.20724023427914195,0.043165852661928135,0.2065294389935683,0.0,False
0.17816881902844198,0.035539145057401314,0.1971219197725097,0.0,False
0.209243375189899,0.04486908604040448,0.18634206349501883,0.0,False
0.2038115961436901,0.02851799845489493,0.19462699688016183,0.0,False
0.20067624359545466,0.036530182589575765,0.18564830966067436,0.0,False
0.19861324932569288,0.03657072967199196,0.22003691192957853,0.0,False
0.21278082813643823,0.041147388161772,0.2080045609602631,0.0,False
0.201939779784969,0.04484990897230133,0.20052681740112294,0.0,False
0.1801400649873295,0.04566119462300447,0.18820210862072548,0.0,False
0.2103765996328338,0.034030314410238995,0.223961427622947,0.0,False
0.22851727139473366,0.042550146119842355,0.21414907359079435,0.0,False
0.19885775910936435,0.03197411505043675,0.199263672683061,0.0,False
0.20786379998671833,0.04775827051268737,0.2079580098835912,0.0,False
0.19828155711622805,0.03889223761824668,0.2152210177796693,0.0,False
0.19536064696075933,0.046751282531052006,0.20995065678830718,0.0,False
0.20851338845735243,0.037146441881570236,0.21590245268741132,0.0,False
0.19447969525256417,0.034665011658117494,0.17087452586770066,0.0,False
0.21081340273822954,0.03946281305174051,0.2083036724025619,0.0,False
0.1977396597991658,0.041901309850230044,0.21017070260737028,0.0,False
0.19970159797096454,0.0400012472861,0.21022371888368355,0.0,False
0.19970309505374925,0.04146486378106866,0.21306432300024053,0.0,False
0.21683102113137712,0.04264044782615322,0.2093824702878515,0.0,False
0.19902022326539903,0.02845461476349362,0.19459219537450254,0.0,False
0.18718618931801623,0.03479798449722636,0.16365203647028206,0.0,False
0.1971350996102141,0.03934719536161801,0.20207002478752986,0.0,False
0.21473867069033448,0.0366764709741673,0.21028173850240203,0.0,False
0.2113968633061915,0.04062022223798621,0.20351797594848262,0.0,False
0.21255709822178925,0.04144660241336933,0.20882382753695383,0.0,False
0.2161401120048236,0.04091091334620291,0.21024398048727191,0.0,False
0.21285180409131435,0.04297477443188134,0.21107605400406212,0.0,False
0.1992406332823144,0.044480346532472424,0.21224102325105565,0.0,False
0.1952293040379868,0.03370122978764675,0.18219158596806623,0.0,False
0.20875571121413847,0.03987309523911841,0.21429911851627365,0.0,False
0.1944178213857855,0.031149197993968862,0.19737795231950722,0.0,False
0.20224627306424073,0.03400654705256735,0.20836629312351773,0.0,False
0.20979026184979105,0.04071169084060353,0.21223552902518036,0.0,False
0.19976161911001206,0.037512825489013496,0.19558288134499469,0.0,False
0.21757378167987473,0.051192132794663024,0.20475429332356532,0.0,False
0.1999450932642693,0.04573501317098311,0.20196769823980049,0.0,False
0.21713197300915,0.05024958358427329,0.20760541919388295,0.0,False
0.2006056919298206,0.041923413639973824,0.1952819114195113,0.0,False
0.2098529943275201,0.04090281005583703,0.20270487716207272,0.0,False
0.1865206758683579,0.025435478585134043,0.198131036311135,0.0,False
0.18817013384734493,0.03354013739275332,0.21048520146370633,0.0,False
0.19715559640603,0.027613600469485643,0.1885238033376741,0.0,False
0.1925228781876923,0.03806273198832594,0.2002243053642219,0.0,False
0.2100173165663532,0.03826013533430489,0.21529659762158673,0.0,False
0.1907293592628009,0.04581119416742194,0.20783374184207393,0.0,False
0.19616570118209084,0.044657572280667975,0.20382440099548,0.0,False
0.19214559832096842,0.04242342055658272,0.20716636137444866,0.0,False
0.19539407109580878,0.04117486845739533,0.20117552260232102,0.0,False
0.20770055049634248,0.027070377289231125,0.19155505195968459,0.0,False
0.20242232808594976,0.03798933719107107,0.18700258151655508,0.0,False
0.2019610591066559,0.03982656034000688,0.20491326832327802,0.0,False
0.1906937355664263,0.038465808262964744,0.20581326319985455,0.0,False
0.19114924262204333,0.04361155325053077,0.20291852219128909,0.0,False
0.20448806664229635,0.03580773188457692,0.20995456454347075,0.0,False
0.2068349664634991,0.03756700525677659,0.2099996844160811,0.0,False
0.20848418800166124,0.04070515398302017,0.19856085049659403,0.0,False
0.21828839421412488,0.04588484318218572,0.20185048338690642,0.0,False
0.19806339147558888,0.04481956247450789,0.20113663161486003,0.0,False
0.17665790975407605,0.03205888110048303,0.17312446414407248,0.0,False
0.20967259797068086,0.031352214316385095,0.18725990372595522,0.0,False
0.19866808370337585,0.04002126469099887,0.19130632472211098,0.0,False
0.20510022762057842,0.03883481901091254,0.20799475125059672,0.0,False
0.2086432357301756,0.04527795115851919,0.19131216524947037,0.0,False
0.20779345451975284,0.03529441476066448,0.20198553053097557,0.0,False
0.21719722244096673,0.04097539804997251,0.2137717132942037,0.0,False
0.21895242809395163,0.0435437338974803,0.2131965390897264,0.0,False
0.22839382267266714,0.03672989870122065,0.21147569308138406,0.0,False
0.19943248587156995,0.03655288802029328,0.2091769339913206,0.0,False
0.20735408057553517,0.04378110735013399,0.19674561356658266,0.0,False
0.21065644632986016,0.03687588270551315,0.20808445764695432,0.0,False
0.19820172021564172,0.036155297986808284,0.1751580668931534,0.0,False
0.20488080581686657,0.040713692202421735,0.21655225948313808,0.0,False
0.19979620310921128,0.03214471879021758,0.20868850681294787,0.0,False
0.22886135578093084,0.04407541567666459,0.21754540604567588,0.0,False
0.2233027938939652,0.03706399522978145,0.19939734635608236,0.0,False
0.19966835586654696,0.027106030921638102,0.205301991706272,0.0,False
0.1849782021263186,0.039098894485961946,0.1821688601290648,0.0,False
0.2120787225172806,0.04536973779757971,0.2092672783664647,0.0,False
0.19655628054317636,0.03933509874211212,0.2056492060467803,0.0,False
0.20160182119190906,0.036400646148829076,0.20582687048437964,0.0,False
0.20899245243588,0.03999727609616485,0.1916760611030536,0.0,False
0.21647905193637768,0.04182729998592532,0.17973743175715245,0.0,False
0.2210700241962113,0.04518858009966961,0.1960629548301876,0.0,False
0.18140209131045557,0.035231403148173954,0.19161823362982605,0.0,False
0.19497487651689333,0.02740107636402744,0.22012039592379123,0.0,False
0.19797303698828952,0.03692499707874598,0.2049310293383366,0.0,False
0.20764255253446479,0.04520445810657551,0.1918453830485619,0.0,False
0.20237304344682322,0.03869503662392702,0.19226797150446046,0.0,False
0.219520029310911,0.042553945087739964,0.21022875077436876,0.0,False
0.22909493705495992,0.03783127093933275,0.23019279788960534,0.0,False
0.2061669026294768,0.03972731754282576,0.21339813446502173,0.0,False
0.1864895489186777,0.04461520989025733,0.1976312908960396,0.0,False
0.1945402969496132,0.03767499447892672,0.19295218222090857,0.0,False
0.22641017484760306,0.04407686482428835,0.18899234751986488,0.0,False
0.19973894030599748,0.039569312731614015,0.19994425202364452,0.0,False
0.2034787220664329,0.038253295595753835,0.21167709089276365,0.0,False
0.22317313107806044,0.047132377208647915,0.20735101936294573,0.0,False
0.20065333076385627,0.02952429321868396,0.1861045951020224,0.0,False
0.20504051119458025,0.0371643744565867,0.20508677105095977,0.0,False
0.21137133314299184,0.036704594899107816,0.20377158272951384,0.0,False
0.21118542839692778,0.04063491147290985,0.1996272438894949,0.0,False
0.20702033533739767,0.04082901978359739,0.19008986087970312,0.0,False
0.196080772124319,0.04094351217195394,0.20530024628710802,0.0,False
0.20577537369211615,0.04406658052806742,0.20713668576430064,0.0,False
0.19289866631834554,0.036254030814480996,0.20200008357106486,0.0,False
0.1960883589815945,0.04837013340298402,0.1908952317302501,0.0,False
0.19875811862159393,0.035158104411093585,0.20433624577455667,0.0,False
0.19303778495860457,0.047158980490067,0.19460232108196238,0.0,False
0.1849339399875372,0.03866907527268502,0.17917781489830623,0.0,False
0.19448962124842017,0.03477549774272007,0.1788820998780681,0.0,False
0.18813895864846764,0.0473112600075308,0.20813587396773764,0.0,False
0.21337890898198297,0.04067880897878,0.19681144415299107,0.0,False
0.20403164835751483,0.0482770820498318,0.21039662831557024,0.0,False
0.20046199802772371,0.04601489574005995,0.19919326215406208,0.0,False
